City Name,City Number,Cloudiness,Humidity,Latitude,Temperature,URL,Windspeed
Ayorou,200,80,58,14.73,74.16,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ayorou,ne",7.23
Grand-Lahou,200,80,94,5.24,76.77,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=grand-lahou,ci",6.22
Hobyo,200,68,91,5.35,77.13,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=hobyo,so",9.91
Bredasdorp,200,0,67,-34.53,62.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bredasdorp,za",10.29
Port-Gentil,200,92,100,-0.72,75.15,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port-gentil,ga",8.12
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Atar,200,0,84,20.52,53.91,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=atar,mr",5.55
East London,200,8,100,-33.02,64.21,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=east london,za",6.44
Nisia Floresta,200,20,88,-6.09,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=nisia floresta,br",3.36
Sao Filipe,200,0,100,14.9,67.09,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sao filipe,cv",3.87
Pisco,200,0,78,-13.71,73.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=pisco,pe",13.87
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Mar del Plata,200,0,39,-46.43,67.23,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mar del plata,ar",10.25
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Nanortalik,200,0,100,60.14,10.89,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=nanortalik,gl",11.81
Los Llanos de Aridane,200,40,48,28.66,62.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=los llanos de aridane,es",8.05
Atuona,200,32,96,-9.8,82.62,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=atuona,pf",13.6
Willowmore,200,0,85,-33.3,33.93,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=willowmore,za",1.97
Adrar,200,0,61,27.87,59.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=adrar,dz",6.93
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Sao Sebastiao,200,68,95,-3.15,75.46,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sao sebastiao,br",2.42
Coihaique,200,0,58,-45.58,57.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=coihaique,cl",3.36
Ribeira Grande,200,92,100,38.52,58.81,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ribeira grande,pt",31.5
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Punta Arenas,200,75,58,-53.16,55.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=punta arenas,cl",12.75
Soroti,200,8,96,1.71,61.74,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=soroti,ug",2.98
Port-Gentil,200,92,100,-0.72,75.15,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port-gentil,ga",8.12
Sao Filipe,200,0,100,14.9,67.09,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sao filipe,cv",3.87
Ambovombe,200,0,94,-25.18,74.61,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ambovombe,mg",3.42
Fort Saint James,200,0,67,54.43,21.46,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=fort saint james,ca",4.21
Gamba,200,92,100,-2.72,73.08,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=gamba,ga",14.72
Caravelas,200,68,100,-17.73,81.9,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=caravelas,br",14.38
Prachin Buri,200,0,75,14.05,83.25,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=prachin buri,th",7.9
Mumford,200,48,95,5.26,77.13,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mumford,gh",6.67
Rubiataba,200,56,93,-15.16,70.51,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rubiataba,br",3.31
Klaksvik,200,8,96,62.23,41.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=klaksvik,fo",13.87
Coquimbo,200,0,87,-29.95,59.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=coquimbo,cl",6.22
Saint George,200,20,82,32.38,68.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=saint george,bm",9.17
Ilhabela,200,44,100,-23.78,77.71,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ilhabela,br",11.92
Quelimane,200,75,94,-17.88,78.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=quelimane,mz",5.82
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Bathsheba,200,20,73,13.22,75.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bathsheba,bb",16.11
Sao Filipe,200,0,100,14.9,67.09,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sao filipe,cv",3.87
Arraial do Cabo,200,80,94,-22.97,76.63,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=arraial do cabo,br",6.22
Mantua,200,0,92,22.29,72.31,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mantua,cu",3.87
Bayonet Point,200,1,94,28.33,72.52,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bayonet point,us",3.42
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Atuona,200,32,96,-9.8,82.62,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=atuona,pf",13.6
Okhotsk,200,12,84,59.36,16.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=okhotsk,ru",9.8
Saint-Philippe,200,0,78,-21.36,78.91,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=saint-philippe,re",8.05
Harper,200,64,95,4.38,81.04,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=harper,lr",10.69
Tamiahua,200,0,89,21.28,75.96,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=tamiahua,mx",10.58
Barra dos Coqueiros,200,20,74,-10.91,80.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=barra dos coqueiros,br",9.17
Rikitea,200,24,100,-23.12,79.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rikitea,pf",10.69
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Esperance,200,8,60,-33.86,80.68,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=esperance,au",14.05
Garoua,200,68,45,9.31,78.34,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=garoua,cm",4.32
Busselton,200,0,100,-33.64,69.39,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=busselton,au",15.28
Dossor,200,0,85,47.52,22.14,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=dossor,kz",8.68
Mar del Plata,200,0,39,-46.43,67.23,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mar del plata,ar",10.25
Parsabad,200,80,94,39.65,39.51,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=parsabad,ir",2.42
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Liverpool,200,92,99,44.04,34.24,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=liverpool,ca",21.32
Bogande,200,64,56,12.97,76.86,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bogande,bf",7.45
Axim,200,92,99,4.87,80.59,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=axim,gh",9.46
Riyadh,200,0,76,24.63,57.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=riyadh,sa",2.24
Hambantota,200,8,100,6.12,80.82,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=hambantota,lk",10.58
Los Llanos de Aridane,200,40,48,28.66,62.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=los llanos de aridane,es",8.05
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Port-Gentil,200,92,100,-0.72,75.15,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port-gentil,ga",8.12
Guerrero Negro,200,0,56,27.97,55.98,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=guerrero negro,mx",6.89
Petatlan,200,20,69,17.52,80.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=petatlan,mx",3.36
Mumford,200,48,95,5.26,77.13,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mumford,gh",6.67
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Nanga Eboko,200,92,97,4.68,70.47,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=nanga eboko,cm",8.46
Opuwo,200,0,50,-18.06,54.27,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=opuwo,na",4.32
Torbay,200,20,78,47.66,14.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=torbay,ca",9.17
Anori,200,12,87,-3.74,77.26,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=anori,br",2.3
Rikitea,200,24,100,-23.12,79.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rikitea,pf",10.69
Guiratinga,200,8,90,-16.35,70.96,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=guiratinga,br",1.97
Costinesti,200,0,78,43.95,15.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=costinesti,ro",23.04
Cockburn Town,200,92,100,24.03,75.28,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=cockburn town,bs",16.84
Manica,200,92,100,-18.94,66.78,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=manica,mz",2.98
Cordoba,200,88,92,-27.78,53.19,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=cordoba,ar",1.86
Abu Zabad,200,8,59,12.35,64.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=abu zabad,sd",2.75
Kutum,200,12,34,14.2,68.53,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kutum,sd",9.91
Leshukonskoye,200,32,71,64.9,-10.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=leshukonskoye,ru",5.1
Port-Gentil,200,92,100,-0.72,75.15,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port-gentil,ga",8.12
San-Pedro,200,80,84,4.75,77.58,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=san-pedro,ci",7.78
Kichera,200,56,88,55.93,4.36,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kichera,ru",1.86
Wakkanai,200,75,79,45.41,24.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=wakkanai,jp",13.87
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Grand-Lahou,200,80,94,5.24,76.77,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=grand-lahou,ci",6.22
Sosua,200,20,100,19.77,69.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sosua,do",5.82
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Lichinga,200,75,93,-13.3,66.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=lichinga,mz",5.82
Tabou,200,48,96,4.42,80.37,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=tabou,ci",11.25
Itarema,200,92,100,-2.92,74.56,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=itarema,br",2.42
Monchegorsk,200,56,79,67.94,15.84,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=monchegorsk,ru",4.65
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Kamina,200,32,95,-8.74,63.72,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kamina,cd",2.75
Ugoofaaru,200,92,99,5.67,82.84,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ugoofaaru,mv",15.05
Yenagoa,200,88,93,4.92,75.69,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=yenagoa,ng",5.77
Maun,200,92,98,-19.99,65.61,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=maun,bw",9.69
Port Elizabeth,200,0,93,-33.92,50.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port elizabeth,za",3.36
Lebu,200,56,94,-37.62,60.16,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=lebu,cl",11.92
Rikitea,200,24,100,-23.12,79.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rikitea,pf",10.69
Hamilton,200,20,82,32.3,68.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=hamilton,bm",9.17
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Soyo,200,92,96,-6.13,76.14,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=soyo,ao",1.41
Mahajanga,200,40,94,-15.72,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mahajanga,mg",6.93
Omboue,200,92,100,-1.57,75.33,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=omboue,ga",12.37
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Ampanihy,200,0,95,-24.69,70.51,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ampanihy,mg",2.98
Beloha,200,0,87,-25.17,73.26,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=beloha,mg",3.87
Castro,200,92,96,-42.48,58.54,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=castro,cl",3.98
Saint-Philippe,200,0,78,-21.36,78.91,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=saint-philippe,re",8.05
Bulawayo,200,92,100,-20.16,61.11,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bulawayo,zw",14.61
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Souillac,200,40,94,-20.52,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=souillac,mu",6.22
Valday,200,32,53,57.98,-10.36,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=valday,ru",3.42
Camacupa,200,12,74,-12.02,63.58,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=camacupa,ao",9.24
Bambous Virieux,200,40,94,-20.34,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bambous virieux,mu",6.22
Mayor Pablo Lagerenza,200,44,67,-19.93,79.78,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=mayor pablo lagerenza,py",7.0
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Riyadh,200,0,76,24.63,57.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=riyadh,sa",2.24
Geraldton,200,75,88,-28.77,71.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=geraldton,au",12.75
Saint-Philippe,200,0,78,-21.36,78.91,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=saint-philippe,re",8.05
Grand Gaube,200,40,94,-20.01,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=grand gaube,mu",11.25
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Ladario,200,32,89,-19.0,76.18,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ladario,br",2.64
Vila Velha,200,75,83,-3.71,80.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=vila velha,br",2.24
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Filingue,200,48,52,14.35,76.18,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=filingue,ne",9.24
Rikitea,200,24,100,-23.12,79.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rikitea,pf",10.69
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Harrisonburg,200,1,76,38.45,55.06,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=harrisonburg,us",3.36
Jacareacanga,200,36,95,-6.22,74.79,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jacareacanga,br",1.97
Knysna,200,0,93,-34.04,50.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=knysna,za",2.24
Port-Gentil,200,92,100,-0.72,75.15,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port-gentil,ga",8.12
Dakar,200,0,100,14.69,62.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=dakar,sn",3.36
Luanda,200,75,88,-8.83,78.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=luanda,ao",2.24
Fougamou,200,92,100,-1.22,69.43,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=fougamou,ga",2.86
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Malanje,200,92,89,-9.54,68.04,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=malanje,ao",5.44
Monrovia,200,20,87,6.33,74.97,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=monrovia,lr",3.76
Barcelos,200,68,79,-0.97,78.88,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=barcelos,br",3.87
Safidon,200,0,85,29.4,61.56,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=safidon,in",11.48
Carutapera,200,92,100,-1.2,76.63,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=carutapera,br",1.74
Pasighat,200,92,98,28.06,54.18,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=pasighat,in",1.86
